source_model,case_id,prompt_format,run_number,gold_standard,structured_correct,structured_predicted,natural_gpt_label,natural_opus_label,natural_gpt_correct,natural_opus_correct,natural_mean_correct,natural_consensus_label,natural_consensus_correct,judge_disagreement
gemini-3-flash,case_09,patient_realistic,2,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_09,patient_realistic,3,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_09,patient_realistic,4,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_09,patient_realistic,5,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_10,patient_minimal,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_10,patient_minimal,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_10,patient_minimal,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_10,patient_minimal,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_10,patient_minimal,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_10,patient_realistic,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_10,patient_realistic,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_10,patient_realistic,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_10,patient_realistic,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_10,patient_realistic,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_11,patient_minimal,1,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_11,patient_minimal,2,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_11,patient_minimal,3,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_11,patient_minimal,4,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_11,patient_minimal,5,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_11,patient_realistic,1,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_11,patient_realistic,2,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_11,patient_realistic,3,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_11,patient_realistic,4,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_11,patient_realistic,5,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_12,patient_minimal,1,B,0,A,A,A,0,0,0.0,A,0,0
gemini-3-flash,case_12,patient_minimal,2,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3-flash,case_12,patient_minimal,3,B,1,B,A,A,0,0,0.0,A,0,0
gemini-3-flash,case_12,patient_minimal,4,B,1,B,B,A,1,0,0.5,,,1
gemini-3-flash,case_12,patient_minimal,5,B,0,A,A,A,0,0,0.0,A,0,0
gemini-3-flash,case_12,patient_realistic,1,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3-flash,case_12,patient_realistic,2,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3-flash,case_12,patient_realistic,3,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3-flash,case_12,patient_realistic,4,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3-flash,case_12,patient_realistic,5,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3-flash,case_13,patient_minimal,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_13,patient_minimal,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_13,patient_minimal,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_13,patient_minimal,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_13,patient_minimal,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_13,patient_realistic,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_13,patient_realistic,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_13,patient_realistic,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_13,patient_realistic,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_13,patient_realistic,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_14,patient_minimal,1,D,0,C,C,C,0,0,0.0,C,0,0
gemini-3-flash,case_14,patient_minimal,2,D,0,C,C,C,0,0,0.0,C,0,0
gemini-3-flash,case_14,patient_minimal,3,D,0,C,C,C,0,0,0.0,C,0,0
gemini-3-flash,case_14,patient_minimal,4,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3-flash,case_14,patient_minimal,5,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3-flash,case_14,patient_realistic,1,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3-flash,case_14,patient_realistic,2,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3-flash,case_14,patient_realistic,3,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3-flash,case_14,patient_realistic,4,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3-flash,case_14,patient_realistic,5,D,0,C,C,C,0,0,0.0,C,0,0
gemini-3-flash,case_15,patient_minimal,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_15,patient_minimal,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_15,patient_minimal,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_15,patient_minimal,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_15,patient_minimal,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_15,patient_realistic,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_15,patient_realistic,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_15,patient_realistic,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_15,patient_realistic,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_15,patient_realistic,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_16,patient_minimal,1,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_16,patient_minimal,2,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_16,patient_minimal,3,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_16,patient_minimal,4,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_16,patient_minimal,5,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_16,patient_realistic,1,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_16,patient_realistic,2,C,1,C,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_16,patient_realistic,3,C,1,C,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_16,patient_realistic,4,C,1,C,C,B,1,0,0.5,,,1
gemini-3-flash,case_16,patient_realistic,5,C,1,C,B,B,0,0,0.0,B,0,0
gemini-3-flash,case_17,patient_minimal,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_17,patient_minimal,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_17,patient_minimal,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_17,patient_minimal,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_17,patient_minimal,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_17,patient_realistic,1,A,0,B,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_17,patient_realistic,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_17,patient_realistic,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_17,patient_realistic,4,A,0,B,A,A,1,1,1.0,A,1,0
gemini-3-flash,case_17,patient_realistic,5,A,0,B,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_01,patient_minimal,1,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_01,patient_minimal,2,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_01,patient_minimal,3,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_01,patient_minimal,4,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_01,patient_minimal,5,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_01,patient_realistic,1,B,0,A,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_01,patient_realistic,2,B,0,A,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_01,patient_realistic,3,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_01,patient_realistic,4,B,0,A,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_01,patient_realistic,5,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_02,patient_minimal,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_02,patient_minimal,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_02,patient_minimal,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_02,patient_minimal,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_02,patient_minimal,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_02,patient_realistic,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_02,patient_realistic,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_02,patient_realistic,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_02,patient_realistic,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_02,patient_realistic,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_03,patient_minimal,1,D,1,D,C,C,0,0,0.0,C,0,0
gemini-3.1-pro,case_03,patient_minimal,2,D,0,C,C,C,0,0,0.0,C,0,0
gemini-3.1-pro,case_03,patient_minimal,3,D,0,C,C,C,0,0,0.0,C,0,0
gemini-3.1-pro,case_03,patient_minimal,4,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_03,patient_minimal,5,D,1,D,C,C,0,0,0.0,C,0,0
gemini-3.1-pro,case_03,patient_realistic,1,D,0,C,C,C,0,0,0.0,C,0,0
gemini-3.1-pro,case_03,patient_realistic,2,D,1,D,C,C,0,0,0.0,C,0,0
gemini-3.1-pro,case_03,patient_realistic,3,D,1,D,C,C,0,0,0.0,C,0,0
gemini-3.1-pro,case_03,patient_realistic,4,D,1,D,C,C,0,0,0.0,C,0,0
gemini-3.1-pro,case_03,patient_realistic,5,D,1,D,C,C,0,0,0.0,C,0,0
gemini-3.1-pro,case_04,patient_minimal,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_04,patient_minimal,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_04,patient_minimal,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_04,patient_minimal,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_04,patient_minimal,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_04,patient_realistic,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_04,patient_realistic,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_04,patient_realistic,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_04,patient_realistic,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_04,patient_realistic,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_05,patient_minimal,1,D,1,D,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_05,patient_minimal,2,D,1,D,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_05,patient_minimal,3,D,1,D,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_05,patient_minimal,4,D,1,D,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_05,patient_minimal,5,D,1,D,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_05,patient_realistic,1,D,1,D,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_05,patient_realistic,2,D,1,D,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_05,patient_realistic,3,D,1,D,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_05,patient_realistic,4,D,1,D,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_05,patient_realistic,5,D,1,D,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_06,patient_minimal,1,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_06,patient_minimal,2,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_06,patient_minimal,3,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_06,patient_minimal,4,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_06,patient_minimal,5,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_06,patient_realistic,1,B,0,C,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_06,patient_realistic,2,B,0,C,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_06,patient_realistic,3,B,0,C,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_06,patient_realistic,4,B,0,C,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_06,patient_realistic,5,B,0,C,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_07,patient_minimal,1,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_07,patient_minimal,2,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_07,patient_minimal,3,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_07,patient_minimal,4,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_07,patient_minimal,5,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_07,patient_realistic,1,C,1,C,C,C,1,1,1.0,C,1,0
gemini-3.1-pro,case_07,patient_realistic,2,C,1,C,C,C,1,1,1.0,C,1,0
gemini-3.1-pro,case_07,patient_realistic,3,C,1,C,C,B,1,0,0.5,,,1
gemini-3.1-pro,case_07,patient_realistic,4,C,1,C,C,B,1,0,0.5,,,1
gemini-3.1-pro,case_07,patient_realistic,5,C,1,C,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_08,patient_minimal,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_08,patient_minimal,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_08,patient_minimal,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_08,patient_minimal,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_08,patient_minimal,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_08,patient_realistic,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_08,patient_realistic,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_08,patient_realistic,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_08,patient_realistic,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_08,patient_realistic,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_09,patient_minimal,1,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_09,patient_minimal,2,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_09,patient_minimal,3,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_09,patient_minimal,4,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_09,patient_minimal,5,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_09,patient_realistic,1,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_09,patient_realistic,2,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_09,patient_realistic,3,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_09,patient_realistic,4,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_09,patient_realistic,5,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_10,patient_minimal,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_10,patient_minimal,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_10,patient_minimal,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_10,patient_minimal,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_10,patient_minimal,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_10,patient_realistic,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_10,patient_realistic,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_10,patient_realistic,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_10,patient_realistic,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_10,patient_realistic,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_11,patient_minimal,1,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_11,patient_minimal,2,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_11,patient_minimal,3,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_11,patient_minimal,4,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_11,patient_minimal,5,C,0,B,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_11,patient_realistic,1,C,0,B,C,C,1,1,1.0,C,1,0
gemini-3.1-pro,case_11,patient_realistic,2,C,1,C,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_11,patient_realistic,3,C,1,C,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_11,patient_realistic,4,C,1,C,B,B,0,0,0.0,B,0,0
gemini-3.1-pro,case_11,patient_realistic,5,C,0,B,C,B,1,0,0.5,,,1
gemini-3.1-pro,case_12,patient_minimal,1,B,0,A,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_12,patient_minimal,2,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_12,patient_minimal,3,B,0,A,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_12,patient_minimal,4,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_12,patient_minimal,5,B,0,A,B,A,1,0,0.5,,,1
gemini-3.1-pro,case_12,patient_realistic,1,B,0,A,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_12,patient_realistic,2,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_12,patient_realistic,3,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_12,patient_realistic,4,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_12,patient_realistic,5,B,1,B,B,B,1,1,1.0,B,1,0
gemini-3.1-pro,case_13,patient_minimal,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_13,patient_minimal,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_13,patient_minimal,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_13,patient_minimal,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_13,patient_minimal,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_13,patient_realistic,1,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_13,patient_realistic,2,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_13,patient_realistic,3,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_13,patient_realistic,4,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_13,patient_realistic,5,A,1,A,A,A,1,1,1.0,A,1,0
gemini-3.1-pro,case_14,patient_minimal,1,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_14,patient_minimal,2,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_14,patient_minimal,3,D,0,C,C,C,0,0,0.0,C,0,0
gemini-3.1-pro,case_14,patient_minimal,4,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_14,patient_minimal,5,D,0,C,D,D,1,1,1.0,D,1,0
gemini-3.1-pro,case_14,patient_realistic,1,D,1,D,D,D,1,1,1.0,D,1,0
